event_id,customer_id,subscription_id,event_date,session_duration_minutes,pages_viewed,api_calls,feature_used,event_timestamp
EVT_000028,CUST_000213,SUB_002248,2023-01-02 04:00:00,31.54779398873742,5,8,feature_d,2023-01-02 04:00:00
EVT_000029,CUST_001429,SUB_000021,2023-01-02 05:00:00,44.46535938019916,11,7,feature_a,2023-01-02 05:00:00
EVT_000030,CUST_001459,SUB_001764,2023-01-02 06:00:00,28.47585028487825,13,1,feature_a,2023-01-02 06:00:00
EVT_000031,CUST_001038,SUB_001929,2023-01-02 07:00:00,22.349583792377608,19,3,feature_c,2023-01-02 07:00:00
EVT_000032,CUST_001296,SUB_001261,2023-01-02 08:00:00,102.04590193505531,4,6,feature_a,2023-01-02 08:00:00
EVT_000033,CUST_000562,SUB_001172,2023-01-02 09:00:00,9.965949980770299,10,11,feature_a,2023-01-02 09:00:00
EVT_000034,CUST_000764,SUB_000784,2023-01-02 10:00:00,5.022430776701549,10,6,feature_d,2023-01-02 10:00:00
EVT_000035,CUST_000044,SUB_001602,2023-01-02 11:00:00,10.168644722773854,11,6,feature_d,2023-01-02 11:00:00
EVT_000036,CUST_000702,SUB_002054,2023-01-02 12:00:00,28.606199143372663,12,5,feature_b,2023-01-02 12:00:00
EVT_000037,CUST_000633,SUB_001256,2023-01-02 13:00:00,6.143768054991465,11,10,feature_c,2023-01-02 13:00:00
EVT_000038,CUST_001435,SUB_001892,2023-01-02 14:00:00,71.8456312950925,6,2,feature_a,2023-01-02 14:00:00
EVT_000039,CUST_001210,SUB_000578,2023-01-02 15:00:00,15.881115703931785,8,2,feature_a,2023-01-02 15:00:00
EVT_000040,CUST_001749,SUB_001100,2023-01-02 16:00:00,56.906176123474424,8,7,feature_b,2023-01-02 16:00:00
EVT_000041,CUST_000660,SUB_000488,2023-01-02 17:00:00,8.59993948721305,8,5,feature_d,2023-01-02 17:00:00
EVT_000042,CUST_001193,SUB_000925,2023-01-02 18:00:00,11.269982254083029,7,4,feature_d,2023-01-02 18:00:00
EVT_000043,CUST_000720,SUB_002134,2023-01-02 19:00:00,1.8314871477173809,13,6,feature_b,2023-01-02 19:00:00
EVT_000044,CUST_001988,SUB_001787,2023-01-02 20:00:00,8.942790045217693,12,2,feature_d,2023-01-02 20:00:00
EVT_000045,CUST_000593,SUB_001990,2023-01-02 21:00:00,20.21880221875076,6,4,feature_c,2023-01-02 21:00:00
EVT_000046,CUST_001424,SUB_000221,2023-01-02 22:00:00,87.63929897007405,7,6,feature_a,2023-01-02 22:00:00
EVT_000047,CUST_001731,SUB_002460,2023-01-02 23:00:00,14.774986006484868,9,3,feature_d,2023-01-02 23:00:00
EVT_000048,CUST_000245,SUB_002249,2023-01-03 00:00:00,30.628201638301093,13,7,feature_d,2023-01-03 00:00:00
EVT_000049,CUST_001926,SUB_002268,2023-01-03 01:00:00,16.743288850015404,6,6,feature_a,2023-01-03 01:00:00
EVT_000050,CUST_000856,SUB_002204,2023-01-03 02:00:00,1.4376595335860147,11,5,feature_d,2023-01-03 02:00:00
EVT_000051,CUST_001892,SUB_001748,2023-01-03 03:00:00,21.007125282955776,14,3,feature_a,2023-01-03 03:00:00
EVT_000052,CUST_000551,SUB_002176,2023-01-03 04:00:00,2.04559169033717,10,4,feature_b,2023-01-03 04:00:00
EVT_000053,CUST_001703,SUB_001266,2023-01-03 05:00:00,64.5474471333972,8,8,feature_b,2023-01-03 05:00:00
EVT_000054,CUST_000042,SUB_001195,2023-01-03 06:00:00,41.955497912335105,10,5,feature_d,2023-01-03 06:00:00
EVT_000055,CUST_000840,SUB_001526,2023-01-03 07:00:00,14.275893496945834,11,3,feature_a,2023-01-03 07:00:00
EVT_000056,CUST_001746,SUB_001503,2023-01-03 08:00:00,30.66776514494123,12,6,feature_d,2023-01-03 08:00:00
EVT_000057,CUST_000178,SUB_000876,2023-01-03 09:00:00,3.564457287796774,7,5,feature_a,2023-01-03 09:00:00
EVT_000058,CUST_001480,SUB_002317,2023-01-03 10:00:00,36.375777036186086,8,6,feature_c,2023-01-03 10:00:00
EVT_000059,CUST_000534,SUB_000162,2023-01-03 11:00:00,51.9028462332149,10,5,feature_d,2023-01-03 11:00:00
EVT_000060,CUST_000606,SUB_000954,2023-01-03 12:00:00,51.736314235739584,8,2,feature_c,2023-01-03 12:00:00
EVT_000061,CUST_000671,SUB_000023,2023-01-03 13:00:00,10.033884708341423,12,3,feature_c,2023-01-03 13:00:00
EVT_000062,CUST_001267,SUB_000192,2023-01-03 14:00:00,9.185411289725835,11,4,feature_c,2023-01-03 14:00:00
EVT_000063,CUST_000926,SUB_000877,2023-01-03 15:00:00,22.106558176794426,11,2,feature_a,2023-01-03 15:00:00
EVT_000064,CUST_000016,SUB_000389,2023-01-03 16:00:00,103.04773990763856,9,4,feature_a,2023-01-03 16:00:00
EVT_000065,CUST_001135,SUB_000963,2023-01-03 17:00:00,75.96861976769087,3,5,feature_c,2023-01-03 17:00:00
EVT_000066,CUST_001638,SUB_002176,2023-01-03 18:00:00,13.371671695572585,8,5,feature_c,2023-01-03 18:00:00
EVT_000067,CUST_000825,SUB_002408,2023-01-03 19:00:00,45.40059182610559,14,7,feature_a,2023-01-03 19:00:00
EVT_000068,CUST_001621,SUB_000764,2023-01-03 20:00:00,76.2701360434621,8,7,feature_d,2023-01-03 20:00:00
EVT_000069,CUST_000546,SUB_001973,2023-01-03 21:00:00,9.070735735979403,8,7,feature_d,2023-01-03 21:00:00
EVT_000070,CUST_001053,SUB_001238,2023-01-03 22:00:00,53.2109241377982,7,10,feature_b,2023-01-03 22:00:00
EVT_000071,CUST_001215,SUB_002334,2023-01-03 23:00:00,9.354965669868616,10,10,feature_a,2023-01-03 23:00:00
EVT_000072,CUST_000436,SUB_000767,2023-01-04 00:00:00,12.615023042284296,11,6,feature_a,2023-01-04 00:00:00
EVT_000073,CUST_000178,SUB_002416,2023-01-04 01:00:00,6.650115010504314,8,5,feature_c,2023-01-04 01:00:00
EVT_000074,CUST_000615,SUB_001492,2023-01-04 02:00:00,21.222239468571978,7,2,feature_c,2023-01-04 02:00:00
EVT_000075,CUST_000676,SUB_000898,2023-01-04 03:00:00,55.604749652477196,7,4,feature_a,2023-01-04 03:00:00
EVT_000076,CUST_001497,SUB_001084,2023-01-04 04:00:00,22.526602804988062,11,6,feature_d,2023-01-04 04:00:00
EVT_000077,CUST_000633,SUB_002309,2023-01-04 05:00:00,3.9525040182933,7,4,feature_d,2023-01-04 05:00:00
EVT_000078,CUST_001157,SUB_000787,2023-01-04 06:00:00,8.701583700585743,6,3,feature_b,2023-01-04 06:00:00
EVT_000079,CUST_000801,SUB_000110,2023-01-04 07:00:00,24.82518121967269,5,2,feature_b,2023-01-04 07:00:00
EVT_000080,CUST_000311,SUB_001852,2023-01-04 08:00:00,26.253560759888092,9,5,feature_c,2023-01-04 08:00:00
EVT_000081,CUST_001759,SUB_000140,2023-01-04 09:00:00,25.80482023277137,11,6,feature_b,2023-01-04 09:00:00
EVT_000082,CUST_000024,SUB_000744,2023-01-04 10:00:00,2.4038948505049897,3,9,feature_c,2023-01-04 10:00:00
EVT_000083,CUST_000370,SUB_000078,2023-01-04 11:00:00,42.035648931747495,10,7,feature_d,2023-01-04 11:00:00
EVT_000084,CUST_000524,SUB_001517,2023-01-04 12:00:00,72.04837084499758,15,8,feature_a,2023-01-04 12:00:00
EVT_000085,CUST_001342,SUB_000970,2023-01-04 13:00:00,21.432285782867705,8,4,feature_c,2023-01-04 13:00:00
EVT_000086,CUST_000229,SUB_000065,2023-01-04 14:00:00,38.06379821188089,9,4,feature_a,2023-01-04 14:00:00
EVT_000087,CUST_001125,SUB_001533,2023-01-04 15:00:00,73.60764416747035,7,2,feature_d,2023-01-04 15:00:00
EVT_000088,CUST_001473,SUB_001394,2023-01-04 16:00:00,30.868900388915343,4,6,feature_c,2023-01-04 16:00:00
EVT_000089,CUST_000377,SUB_000286,2023-01-04 17:00:00,33.65572655399091,15,2,feature_b,2023-01-04 17:00:00
EVT_000090,CUST_000887,SUB_000122,2023-01-04 18:00:00,38.33982177161755,11,3,feature_d,2023-01-04 18:00:00
EVT_000091,CUST_001924,SUB_001003,2023-01-04 19:00:00,9.053529355572492,4,3,feature_d,2023-01-04 19:00:00
EVT_000092,CUST_001226,SUB_000003,2023-01-04 20:00:00,26.216906181031995,16,2,feature_b,2023-01-04 20:00:00
EVT_000093,CUST_001290,SUB_001839,2023-01-04 21:00:00,55.38807541492446,9,8,feature_d,2023-01-04 21:00:00
EVT_000094,CUST_000461,SUB_000411,2023-01-04 22:00:00,10.536243014464702,7,11,feature_b,2023-01-04 22:00:00
EVT_000095,CUST_000364,SUB_000249,2023-01-04 23:00:00,68.24048994679902,10,8,feature_d,2023-01-04 23:00:00
EVT_000096,CUST_001757,SUB_001510,2023-01-05 00:00:00,29.057689881203,8,5,feature_a,2023-01-05 00:00:00
EVT_000097,CUST_000103,SUB_001917,2023-01-05 01:00:00,16.506482814333662,14,7,feature_c,2023-01-05 01:00:00
EVT_000098,CUST_001134,SUB_001356,2023-01-05 02:00:00,29.279865542658808,9,5,feature_b,2023-01-05 02:00:00
EVT_000099,CUST_000427,SUB_000157,2023-01-05 03:00:00,15.417908431374626,11,4,feature_d,2023-01-05 03:00:00
EVT_000100,CUST_000468,SUB_001600,2023-01-05 04:00:00,54.61136197189239,7,3,feature_c,2023-01-05 04:00:00
EVT_000101,CUST_001014,SUB_001610,2023-01-05 05:00:00,19.751857360806056,9,6,feature_a,2023-01-05 05:00:00
EVT_000102,CUST_001604,SUB_001463,2023-01-05 06:00:00,69.44378710670948,9,6,feature_a,2023-01-05 06:00:00
EVT_000103,CUST_000869,SUB_000977,2023-01-05 07:00:00,21.388748784650645,6,4,feature_c,2023-01-05 07:00:00
EVT_000104,CUST_000769,SUB_002382,2023-01-05 08:00:00,32.39681243144203,14,4,feature_c,2023-01-05 08:00:00
EVT_000105,CUST_000679,SUB_001261,2023-01-05 09:00:00,182.83045737819387,20,0,feature_a,2023-01-05 09:00:00
EVT_000106,CUST_000804,SUB_000152,2023-01-05 10:00:00,4.76867059743883,11,7,feature_b,2023-01-05 10:00:00
EVT_000107,CUST_000885,SUB_001629,2023-01-05 11:00:00,40.03715772042574,16,4,feature_a,2023-01-05 11:00:00
EVT_000108,CUST_000560,SUB_001055,2023-01-05 12:00:00,4.485371577944414,12,5,feature_b,2023-01-05 12:00:00
EVT_000109,CUST_001273,SUB_000052,2023-01-05 13:00:00,54.765636959127505,8,6,feature_c,2023-01-05 13:00:00
EVT_000110,CUST_001505,SUB_001754,2023-01-05 14:00:00,27.223897853768825,8,7,feature_c,2023-01-05 14:00:00
EVT_000111,CUST_000330,SUB_001328,2023-01-05 15:00:00,83.49593308197862,5,4,feature_a,2023-01-05 15:00:00
EVT_000112,CUST_001955,SUB_002392,2023-01-05 16:00:00,60.28774996144359,13,7,feature_b,2023-01-05 16:00:00
EVT_000113,CUST_000586,SUB_000000,2023-01-05 17:00:00,2.3346963949791175,12,3,feature_a,2023-01-05 17:00:00
EVT_000114,CUST_000200,SUB_000166,2023-01-05 18:00:00,4.430736572844328,10,3,feature_b,2023-01-05 18:00:00
EVT_000115,CUST_000453,SUB_002364,2023-01-05 19:00:00,27.5766703913059,11,7,feature_c,2023-01-05 19:00:00
EVT_000116,CUST_001527,SUB_000964,2023-01-05 20:00:00,21.913924741438624,9,6,feature_d,2023-01-05 20:00:00
EVT_000117,CUST_001569,SUB_001885,2023-01-05 21:00:00,5.53806937431304,10,8,feature_b,2023-01-05 21:00:00
EVT_000118,CUST_000825,SUB_000272,2023-01-05 22:00:00,4.155774576081044,7,4,feature_b,2023-01-05 22:00:00
EVT_000119,CUST_000110,SUB_001692,2023-01-05 23:00:00,24.9027569088343,5,8,feature_d,2023-01-05 23:00:00
EVT_000120,CUST_001956,SUB_002420,2023-01-06 00:00:00,1.5047617678892078,11,7,feature_a,2023-01-06 00:00:00
EVT_000121,CUST_000863,SUB_000899,2023-01-06 01:00:00,62.08124416056181,13,3,feature_c,2023-01-06 01:00:00
EVT_000122,CUST_001851,SUB_002248,2023-01-06 02:00:00,49.36484456041112,11,6,feature_a,2023-01-06 02:00:00
EVT_000123,CUST_000907,SUB_002187,2023-01-06 03:00:00,46.16518595356259,7,3,feature_c,2023-01-06 03:00:00
EVT_000124,CUST_001772,SUB_002353,2023-01-06 04:00:00,0.4837944775573906,8,4,feature_d,2023-01-06 04:00:00
EVT_000125,CUST_001567,SUB_001219,2023-01-06 05:00:00,1.4643946505128307,5,6,feature_b,2023-01-06 05:00:00
EVT_000126,CUST_001232,SUB_000359,2023-01-06 06:00:00,23.94450754664373,10,3,feature_d,2023-01-06 06:00:00
EVT_000127,CUST_001667,SUB_002354,2023-01-06 07:00:00,155.68759613200606,6,5,feature_a,2023-01-06 07:00:00
EVT_000128,CUST_001641,SUB_002039,2023-01-06 08:00:00,12.570930352379317,10,7,feature_a,2023-01-06 08:00:00
EVT_000129,CUST_000032,SUB_002380,2023-01-06 09:00:00,12.664980594049021,12,8,feature_d,2023-01-06 09:00:00
EVT_000130,CUST_000554,SUB_000333,2023-01-06 10:00:00,4.325741995344229,8,3,feature_d,2023-01-06 10:00:00
EVT_000131,CUST_001903,SUB_000730,2023-01-06 11:00:00,33.65665503976785,10,8,feature_b,2023-01-06 11:00:00
EVT_000132,CUST_000106,SUB_001497,2023-01-06 12:00:00,31.211152380714147,12,4,feature_d,2023-01-06 12:00:00
EVT_000133,CUST_001288,SUB_001417,2023-01-06 13:00:00,3.204928432373855,8,3,feature_a,2023-01-06 13:00:00
EVT_000134,CUST_000225,SUB_001743,2023-01-06 14:00:00,18.90023027528383,7,1,feature_b,2023-01-06 14:00:00
EVT_000135,CUST_000486,SUB_001600,2023-01-06 15:00:00,32.995132971731955,13,6,feature_b,2023-01-06 15:00:00
EVT_000136,CUST_000178,SUB_001403,2023-01-06 16:00:00,20.407884428533766,10,3,feature_b,2023-01-06 16:00:00
EVT_000137,CUST_001245,SUB_000020,2023-01-06 17:00:00,33.65921405396102,10,9,feature_a,2023-01-06 17:00:00
EVT_000138,CUST_001393,SUB_001973,2023-01-06 18:00:00,50.828704604422114,8,1,feature_a,2023-01-06 18:00:00
EVT_000139,CUST_000636,SUB_000878,2023-01-06 19:00:00,34.733240194513726,10,4,feature_c,2023-01-06 19:00:00
EVT_000140,CUST_000787,SUB_000176,2023-01-06 20:00:00,28.72230779385216,4,5,feature_a,2023-01-06 20:00:00
EVT_000141,CUST_000166,SUB_001386,2023-01-06 21:00:00,57.64038386231243,11,2,feature_c,2023-01-06 21:00:00
EVT_000142,CUST_000662,SUB_002069,2023-01-06 22:00:00,69.25464481687706,4,4,feature_b,2023-01-06 22:00:00
EVT_000143,CUST_001576,SUB_002297,2023-01-06 23:00:00,14.774174196351096,13,5,feature_d,2023-01-06 23:00:00
EVT_000144,CUST_000299,SUB_000660,2023-01-07 00:00:00,5.707583739481624,11,2,feature_a,2023-01-07 00:00:00
EVT_000145,CUST_001404,SUB_001199,2023-01-07 01:00:00,51.08945624889401,8,6,feature_b,2023-01-07 01:00:00
EVT_000146,CUST_000034,SUB_000125,2023-01-07 02:00:00,7.214532690765396,10,6,feature_c,2023-01-07 02:00:00
EVT_000147,CUST_000406,SUB_001269,2023-01-07 03:00:00,79.33142552792482,5,9,feature_b,2023-01-07 03:00:00
EVT_000148,CUST_001525,SUB_000610,2023-01-07 04:00:00,0.6943111985175533,7,5,feature_d,2023-01-07 04:00:00
EVT_000149,CUST_000313,SUB_001294,2023-01-07 05:00:00,76.25238069304412,7,7,feature_a,2023-01-07 05:00:00
EVT_000150,CUST_000815,SUB_001009,2023-01-07 06:00:00,26.688222033974533,10,6,feature_a,2023-01-07 06:00:00
EVT_000151,CUST_000742,SUB_002091,2023-01-07 07:00:00,44.71528152819599,10,3,feature_a,2023-01-07 07:00:00
EVT_000152,CUST_000726,SUB_001757,2023-01-07 08:00:00,15.24949258682674,16,5,feature_c,2023-01-07 08:00:00
EVT_000153,CUST_000825,SUB_001964,2023-01-07 09:00:00,143.80393721226886,9,5,feature_d,2023-01-07 09:00:00
EVT_000154,CUST_001124,SUB_000547,2023-01-07 10:00:00,7.745695359829719,8,6,feature_a,2023-01-07 10:00:00
EVT_000155,CUST_000568,SUB_001191,2023-01-07 11:00:00,9.209766066980748,13,7,feature_d,2023-01-07 11:00:00
EVT_000156,CUST_001238,SUB_002482,2023-01-07 12:00:00,1.5840680443478885,11,8,feature_d,2023-01-07 12:00:00
EVT_000157,CUST_001958,SUB_001053,2023-01-07 13:00:00,84.63994160908477,10,3,feature_b,2023-01-07 13:00:00
EVT_000158,CUST_001691,SUB_001620,2023-01-07 14:00:00,18.26579701459199,9,3,feature_a,2023-01-07 14:00:00
EVT_000159,CUST_000575,SUB_002404,2023-01-07 15:00:00,33.70428273517911,14,5,feature_b,2023-01-07 15:00:00
EVT_000160,CUST_000061,SUB_001822,2023-01-07 16:00:00,34.8888346701676,11,5,feature_b,2023-01-07 16:00:00
EVT_000161,CUST_001874,SUB_001271,2023-01-07 17:00:00,62.26398576373173,9,5,feature_d,2023-01-07 17:00:00
EVT_000162,CUST_000368,SUB_001719,2023-01-07 18:00:00,32.80204918945871,16,5,feature_c,2023-01-07 18:00:00
EVT_000163,CUST_001391,SUB_000252,2023-01-07 19:00:00,24.76754193600682,10,4,feature_a,2023-01-07 19:00:00
EVT_000164,CUST_001597,SUB_001559,2023-01-07 20:00:00,37.1691995675904,12,3,feature_a,2023-01-07 20:00:00
EVT_000165,CUST_000093,SUB_000736,2023-01-07 21:00:00,41.70555348940698,7,3,feature_c,2023-01-07 21:00:00
EVT_000166,CUST_001492,SUB_002046,2023-01-07 22:00:00,6.1711919632450964,17,5,feature_d,2023-01-07 22:00:00
EVT_000167,CUST_000983,SUB_000899,2023-01-07 23:00:00,3.484793181290859,11,5,feature_d,2023-01-07 23:00:00
EVT_000168,CUST_001876,SUB_001928,2023-01-08 00:00:00,2.3339444981508852,8,8,feature_c,2023-01-08 00:00:00
EVT_000169,CUST_001049,SUB_002170,2023-01-08 01:00:00,14.054710981269828,4,1,feature_d,2023-01-08 01:00:00
EVT_000170,CUST_001458,SUB_001317,2023-01-08 02:00:00,20.67466911164864,10,5,feature_a,2023-01-08 02:00:00
EVT_000171,CUST_001144,SUB_002190,2023-01-08 03:00:00,28.686042556742258,6,2,feature_d,2023-01-08 03:00:00
EVT_000172,CUST_000049,SUB_001002,2023-01-08 04:00:00,95.12723688039793,8,1,feature_a,2023-01-08 04:00:00
EVT_000173,CUST_000882,SUB_001922,2023-01-08 05:00:00,12.049623285228286,13,9,feature_a,2023-01-08 05:00:00
EVT_000174,CUST_000763,SUB_001971,2023-01-08 06:00:00,42.92294661296984,12,2,feature_b,2023-01-08 06:00:00
EVT_000175,CUST_000035,SUB_002104,2023-01-08 07:00:00,22.737459495782144,15,8,feature_a,2023-01-08 07:00:00
EVT_000176,CUST_001433,SUB_000041,2023-01-08 08:00:00,7.457299904793063,8,9,feature_a,2023-01-08 08:00:00
EVT_000177,CUST_001312,SUB_001847,2023-01-08 09:00:00,28.659167458604003,15,7,feature_c,2023-01-08 09:00:00
EVT_000178,CUST_001402,SUB_000342,2023-01-08 10:00:00,102.4980226663288,18,3,feature_d,2023-01-08 10:00:00
EVT_000179,CUST_000099,SUB_000331,2023-01-08 11:00:00,3.9822356932693075,9,5,feature_a,2023-01-08 11:00:00
EVT_000180,CUST_001347,SUB_001460,2023-01-08 12:00:00,21.23441219232875,9,7,feature_b,2023-01-08 12:00:00
EVT_000181,CUST_000328,SUB_000340,2023-01-08 13:00:00,1.5896320052403998,12,6,feature_c,2023-01-08 13:00:00
EVT_000182,CUST_001671,SUB_002388,2023-01-08 14:00:00,11.623582717455928,10,1,feature_d,2023-01-08 14:00:00
EVT_000183,CUST_000705,SUB_002229,2023-01-08 15:00:00,29.075138368483067,13,5,feature_b,2023-01-08 15:00:00
EVT_000184,CUST_000220,SUB_001700,2023-01-08 16:00:00,55.176276874036496,12,7,feature_d,2023-01-08 16:00:00
EVT_000185,CUST_001814,SUB_001287,2023-01-08 17:00:00,39.316513114009716,10,4,feature_d,2023-01-08 17:00:00
EVT_000186,CUST_001861,SUB_001233,2023-01-08 18:00:00,18.644715383987087,12,7,feature_d,2023-01-08 18:00:00
EVT_000187,CUST_000566,SUB_002229,2023-01-08 19:00:00,71.9803996106356,12,4,feature_d,2023-01-08 19:00:00
EVT_000188,CUST_001962,SUB_001467,2023-01-08 20:00:00,10.816817283913613,11,5,feature_b,2023-01-08 20:00:00
EVT_000189,CUST_000995,SUB_002298,2023-01-08 21:00:00,42.07068921643624,19,3,feature_b,2023-01-08 21:00:00
EVT_000190,CUST_001021,SUB_000137,2023-01-08 22:00:00,19.274136540091302,5,5,feature_a,2023-01-08 22:00:00
EVT_000191,CUST_000109,SUB_000086,2023-01-08 23:00:00,68.67104580575423,12,2,feature_c,2023-01-08 23:00:00
EVT_000192,CUST_000148,SUB_001833,2023-01-09 00:00:00,47.900511075930574,18,4,feature_c,2023-01-09 00:00:00
EVT_000193,CUST_000405,SUB_002340,2023-01-09 01:00:00,69.52172313581868,5,8,feature_a,2023-01-09 01:00:00
EVT_000194,CUST_001800,SUB_002139,2023-01-09 02:00:00,7.233415971676637,6,4,feature_c,2023-01-09 02:00:00
EVT_000195,CUST_001697,SUB_000207,2023-01-09 03:00:00,33.09220564602635,20,2,feature_b,2023-01-09 03:00:00
EVT_000196,CUST_000698,SUB_002233,2023-01-09 04:00:00,40.235432232372574,15,8,feature_b,2023-01-09 04:00:00
EVT_000197,CUST_001016,SUB_001850,2023-01-09 05:00:00,40.69207991805472,13,2,feature_c,2023-01-09 05:00:00
EVT_000198,CUST_001433,SUB_001687,2023-01-09 06:00:00,21.035407813736978,13,4,feature_a,2023-01-09 06:00:00
EVT_000199,CUST_001152,SUB_002203,2023-01-09 07:00:00,0.339428645749255,3,3,feature_c,2023-01-09 07:00:00
EVT_000200,CUST_001507,SUB_002340,2023-01-09 08:00:00,9.091213683206254,10,10,feature_c,2023-01-09 08:00:00
EVT_000201,CUST_000107,SUB_002208,2023-01-09 09:00:00,11.715855863730575,11,4,feature_c,2023-01-09 09:00:00
EVT_000202,CUST_000388,SUB_001508,2023-01-09 10:00:00,57.32371349687662,8,5,feature_c,2023-01-09 10:00:00
EVT_000203,CUST_000424,SUB_001526,2023-01-09 11:00:00,55.14399609224676,9,5,feature_c,2023-01-09 11:00:00
EVT_000204,CUST_000446,SUB_000850,2023-01-09 12:00:00,3.3172259673752027,10,5,feature_c,2023-01-09 12:00:00
EVT_000205,CUST_000917,SUB_002203,2023-01-09 13:00:00,89.77365852536136,15,5,feature_c,2023-01-09 13:00:00
EVT_000206,CUST_001091,SUB_002190,2023-01-09 14:00:00,6.043571204005776,8,9,feature_d,2023-01-09 14:00:00
EVT_000207,CUST_001967,SUB_002082,2023-01-09 15:00:00,16.0514722720548,7,3,feature_b,2023-01-09 15:00:00
EVT_000208,CUST_001089,SUB_000223,2023-01-09 16:00:00,7.268146140682454,3,2,feature_c,2023-01-09 16:00:00
EVT_000209,CUST_000655,SUB_002440,2023-01-09 17:00:00,59.05471373943985,15,2,feature_b,2023-01-09 17:00:00
EVT_000210,CUST_001999,SUB_002455,2023-01-09 18:00:00,41.517160335934165,10,4,feature_c,2023-01-09 18:00:00
EVT_000211,CUST_001588,SUB_001411,2023-01-09 19:00:00,13.08679919942298,14,11,feature_d,2023-01-09 19:00:00
EVT_000212,CUST_001663,SUB_001719,2023-01-09 20:00:00,34.35966869578726,9,7,feature_c,2023-01-09 20:00:00
EVT_000213,CUST_001527,SUB_000296,2023-01-09 21:00:00,6.1137191423868975,7,3,feature_a,2023-01-09 21:00:00
EVT_000214,CUST_001527,SUB_000322,2023-01-09 22:00:00,14.452430073393693,11,8,feature_b,2023-01-09 22:00:00
EVT_000215,CUST_000320,SUB_001877,2023-01-09 23:00:00,14.201444072089606,9,1,feature_b,2023-01-09 23:00:00
